1337546640,4.98
1337547720,4.99
1337548020,4.99
1337548200,4.99
1337548620,4.99
1337548860,4.99
1337549040,4.99
1337561580,4.981
1337562900,4.981
1337563740,5.0
1337563800,5.01
1337565060,4.981
1337565900,5.0157315876
1337571060,4.984
1337574900,4.987
1337574960,5.019606032
1337576040,4.988
1337579820,4.989
1337579880,4.9881538462
1337580060,4.988
1337580420,4.988
1337582760,4.989
1337583240,5.0
1337583900,4.989
1337589480,4.991
1337589600,4.99
1337593380,4.99
1337593500,4.988
1337593560,4.9854109362
1337593740,4.985
1337594460,5.0
1337594640,5.016
1337594700,5.017
1337595180,5.017
1337595300,5.019
1337599260,5.0195065521
1337599440,5.01
1337599680,4.99
1337599860,4.99
1337601180,4.99
1337601480,5.01
1337604720,4.9880246753
1337606520,4.988
1337607300,4.9867351039
1337607360,4.9837679494
1337608140,4.982
1337608440,4.99
1337609100,4.982
1337609340,4.98
1337609760,4.9734072565
1337610060,4.97
1337610180,4.97
1337610360,4.97
1337610840,4.97
1337611440,4.9621489141
1337612040,4.96
1337612100,4.9523285139
1337612400,4.9552381164
1337612460,4.97
1337612520,4.98
1337616540,4.97
1337616660,4.97
1337616780,4.97
1337617320,4.97
1337617500,4.97
1337618040,4.97
1337618100,4.9699111855
1337618160,4.9542070734
1337618280,4.96
1337618400,4.96
1337619060,4.97
1337619120,4.97
1337619180,4.97
1337619240,4.97
1337619660,4.956
1337620260,4.979996768
1337620380,4.98
1337620620,4.98
1337620860,4.97
1337620920,4.97
1337621220,4.9699422315
1337621280,4.97
1337621400,4.9799973246
1337623020,4.960195512
1337623080,4.96
1337623140,4.96
1337623200,4.96
1337623260,4.96
1337623560,4.96
1337623740,4.96
1337624040,4.96
1337624100,4.96
1337624160,4.96
1337624340,4.96
1337624760,4.96
1337625000,4.96
1337625060,4.96
1337625180,4.9503333333
1337625300,4.96
1337625720,4.96
1337625780,4.9569929937
1337625900,4.96
1337626080,4.96
1337626860,4.96
1337627460,4.96
1337627520,4.96
1337627760,4.96
1337627940,4.953
1337628120,4.96
1337628480,4.956
1337628660,4.96
1337628720,4.96
1337628840,4.96
1337628900,4.96
1337630160,4.953
1337630760,4.96
1337631000,4.96
1337631060,4.96
1337631600,4.96
1337631780,4.96
1337632140,4.97
1337632740,4.97
1337633340,4.97
1337634660,4.97
1337634720,4.97
1337634900,4.97
1337634960,4.978017258
1337635140,4.9622805151
1337636220,4.98
1337636760,4.97
1337637120,4.97
1337638140,4.9750119313
1337638740,4.98
1337646900,4.962
1337649660,4.98
1337650260,4.98
1337651700,4.98
1337651820,4.98
1337655540,4.98
1337656860,4.98
1337656920,4.98
1337657640,4.98
1337657760,4.965
1337658960,4.965
1337659260,4.965
1337660220,4.965
1337661960,4.965
1337662500,4.9623877256
